
#
# Results on Tuesday November 05 2019 22:42:12 UTC.
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36
# Design number was non-random = 1
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,0,0,agreement,NULL,,yes
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,0,0,agreement,NULL,_REACTION_TIME_,2446
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,1,0,instructions1,NULL,,yes
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,1,0,instructions1,NULL,_REACTION_TIME_,6317
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Question (NULL if none).
# 9. Answer.
# 10. Whether or not answer was correct (NULL if N/A).
# 11. Time taken to answer.
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,5,0,practice-some,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'> 20% of the glerbs are fizda.</font></i></div></center><h2>Some of the glerbs are fizda.</h2></body>,True,NULL,2708
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,22,0,Test-More-than-half-37-middor-drooty,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>37% of the middors are drooty.</font></i></div></center><h2>It is not the case that more than half of the middors are drooty.</h2></body>,True,NULL,2959
# The lines below this comment are in groups of 2.
# The formats of the lines in each of these groups are as follows:
#
# Line 1:
#     Col. 1: Time results were received.
#     Col. 2: MD5 hash of participant's IP address.
#     Col. 3: Controller name.
#     Col. 4: Item number.
#     Col. 5: Element number.
#     Col. 6: Type.
#     Col. 7: Group.
#     Col. 8: html.
#     Col. 9: value.
# Line 2:
#     Col. 1: Time results were received.
#     Col. 2: MD5 hash of participant's IP address.
#     Col. 3: Controller name.
#     Col. 4: Item number.
#     Col. 5: Element number.
#     Col. 6: Type.
#     Col. 7: Group.
#     Col. 8: Field name.
#     Col. 9: Field value.
1572995411,9fc2e015b81e511399e27afbdea53c8c,SliderQuestion1,4,0,Criterionneg1,NULL,<center><p style=" font-size: 1.4em;font-family: Book Antiqua%2C Palatino%2C serif;">It is not the case that more than half of the kallils are namib.</p><p align="justify" %2C="" style="width:500px;"><i>In this study%2C we are interested in how people interpret sentences which begin with "It is not the case that more than half of the"%2C such as the sentence above. We would like to know what your criterion was in the task you have just completed to say that such sentences are true. What is the maximum percentage that you would understand of kallils to be namib? Please position the slider below as close as possible to that percentage. Once you have done that%2C press 'Continue'.</i></p></center>,48.88
1572995411,9fc2e015b81e511399e27afbdea53c8c,NewForm,151,0,form,NULL,language,English
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1572995411,9fc2e015b81e511399e27afbdea53c8c,NewForm,151,0,form,NULL,ProlificID,5a7b3dcbf49c9a0001f32a14
1572995411,9fc2e015b81e511399e27afbdea53c8c,NewForm,151,0,form,NULL,comment,
1572995411,9fc2e015b81e511399e27afbdea53c8c,NewForm,151,0,form,NULL,_REACTION_TIME_,15213
#
# Results on Tuesday November 05 2019 23:14:55 UTC.
# USER AGENT: Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36
# Design number was non-random = 1
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1572995695,85ff5325363dece9d41a52e7b206e480,NewForm,0,0,agreement,NULL,,yes
1572995695,85ff5325363dece9d41a52e7b206e480,NewForm,0,0,agreement,NULL,_REACTION_TIME_,38452
1572995695,85ff5325363dece9d41a52e7b206e480,NewForm,1,0,instructions1,NULL,,yes
1572995695,85ff5325363dece9d41a52e7b206e480,NewForm,1,0,instructions1,NULL,_REACTION_TIME_,10596
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Question (NULL if none).
# 9. Answer.
# 10. Whether or not answer was correct (NULL if N/A).
# 11. Time taken to answer.
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,5,0,practice-some,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'> 20% of the glerbs are fizda.</font></i></div></center><h2>Some of the glerbs are fizda.</h2></body>,True,NULL,7710
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,6,0,practice-all,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'> 82% of the thonks are crangly.</font></i></div></center><h2>All of the thonks are crangly.</h2></body>,False,NULL,3704
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,53,0,Test-More-than-half-84-awplor-fasees,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>84% of the awplors are fasees.</font></i></div></center><h2>It is not the case that more than half of the awplors are fasees.</h2></body>,False,NULL,26363
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,49,0,Test-More-than-half-88-jallem-sildal,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>88% of the jallems are sildal.</font></i></div></center><h2>It is not the case that more than half of the jallems are sildal.</h2></body>,False,NULL,18443
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,104,0,Test-All-Neg-11-beckel-racual,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>11% of the beckels are racual.</font></i></div></center><h2>It is not the case that all of the beckels are racual.</h2></body>,True,NULL,22611
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,11,0,Test-More-than-half-18-chulk-vulhor,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>18% of the chulks are vulhor.</font></i></div></center><h2>It is not the case that more than half of the chulks are vulhor.</h2></body>,True,NULL,11531
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,122,0,Test-All-Neg-28-zetten-unfobs,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>28% of the zettens are unfobs.</font></i></div></center><h2>It is not the case that all of the zettens are unfobs.</h2></body>,True,NULL,111978
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,28,0,Test-More-than-half-44-tiklet-hullaw,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>44% of the tiklets are hullaw.</font></i></div></center><h2>It is not the case that more than half of the tiklets are hullaw.</h2></body>,True,NULL,16066
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,120,0,Test-All-Neg-33-pengyl-sedest,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>33% of the pengyls are sedest.</font></i></div></center><h2>It is not the case that all of the pengyls are sedest.</h2></body>,True,NULL,13707
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,46,0,Test-More-than-half-81-padnet-fanely,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>81% of the padnets are fanely.</font></i></div></center><h2>It is not the case that more than half of the padnets are fanely.</h2></body>,False,NULL,14323
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,32,0,Test-More-than-half-59-pluset-stubad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>59% of the plusets are stubad.</font></i></div></center><h2>It is not the case that more than half of the plusets are stubad.</h2></body>,False,NULL,3932
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,60,0,Test-All-21-chulk-vulhor,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>21% of the chulks are vulhor.</font></i></div></center><h2>All of the chulks are vulhor.</h2></body>,False,NULL,9300
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,18,0,Test-More-than-half-9-shrile-athoid,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>9% of the shriles are athoid.</font></i></div></center><h2>It is not the case that more than half of the shriles are athoid.</h2></body>,True,NULL,14876
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,62,0,Test-All-19-mecket-plumry,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>19% of the meckets are plumry.</font></i></div></center><h2>All of the meckets are plumry.</h2></body>,False,NULL,9092
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,147,0,Test-Some-Neg-95-chevel-podden,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>95% of the chevels are podden.</font></i></div></center><h2>It is not the case that some of the chevels are podden.</h2></body>,False,NULL,12267
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,131,0,Test-Some-Neg-64-tecker-biller,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>64% of the teckers are biller.</font></i></div></center><h2>It is not the case that some of the teckers are biller.</h2></body>,False,NULL,10507
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,25,0,Test-More-than-half-42-hadder-ollidy,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>42% of the hadders are ollidy.</font></i></div></center><h2>It is not the case that more than half of the hadders are ollidy.</h2></body>,True,NULL,15619
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,123,0,Test-Some-Neg-35-tiklet-hullaw,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>35% of the tiklets are hullaw.</font></i></div></center><h2>It is not the case that some of the tiklets are hullaw.</h2></body>,False,NULL,21221
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,14,0,Test-More-than-half-7-gukbar-soarse,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>7% of the gukbars are soarse.</font></i></div></center><h2>It is not the case that more than half of the gukbars are soarse.</h2></body>,True,NULL,9611
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,76,0,Test-All-30-fleeve-scalfs,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>30% of the fleeves are scalfs.</font></i></div></center><h2>All of the fleeves are scalfs.</h2></body>,False,NULL,4667
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,23,0,Test-More-than-half-46-ancit-smeath,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>46% of the ancits are smeath.</font></i></div></center><h2>It is not the case that more than half of the ancits are smeath.</h2></body>,True,NULL,5028
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,134,0,Test-All-Neg-74-raster-movell,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>74% of the rasters are movell.</font></i></div></center><h2>It is not the case that all of the rasters are movell.</h2></body>,True,NULL,10380
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,65,0,Test-Some-3-spunge-wenple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>3% of the spunges are wenple.</font></i></div></center><h2>Some of the spunges are wenple.</h2></body>,True,NULL,6740
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,99,0,Test-Some-100-puctor-recure,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>100% of the puctors are recure.</font></i></div></center><h2>Some of the puctors are recure.</h2></body>,False,NULL,10691
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,36,0,Test-More-than-half-65-tecker-biller,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>65% of the teckers are biller.</font></i></div></center><h2>It is not the case that more than half of the teckers are biller.</h2></body>,False,NULL,11955
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,47,0,Test-More-than-half-94-boddle-molill,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>94% of the boddles are molill.</font></i></div></center><h2>It is not the case that more than half of the boddles are molill.</h2></body>,False,NULL,8581
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,67,0,Test-Some-43-cosut-spover,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>43% of the cosuts are spover.</font></i></div></center><h2>Some of the cosuts are spover.</h2></body>,True,NULL,4531
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,113,0,Test-Some-Neg-12-shrile-athoid,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>12% of the shriles are athoid.</font></i></div></center><h2>It is not the case that some of the shriles are athoid.</h2></body>,False,NULL,9404
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,82,0,Test-All-52-umpond-marire,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>52% of the umponds are marire.</font></i></div></center><h2>All of the umponds are marire.</h2></body>,False,NULL,6116
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,21,0,Test-More-than-half-28-shamer-bloif,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>28% of the shamers are bloif.</font></i></div></center><h2>It is not the case that more than half of the shamers are bloif.</h2></body>,True,NULL,37076
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,24,0,Test-More-than-half-30-pengyl-sedest,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>30% of the pengyls are sedest.</font></i></div></center><h2>It is not the case that more than half of the pengyls are sedest.</h2></body>,True,NULL,4540
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,45,0,Test-More-than-half-99-pobbit-spippy,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>99% of the pobbits are spippy.</font></i></div></center><h2>It is not the case that more than half of the pobbits are spippy.</h2></body>,False,NULL,4124
1572995695,85ff5325363dece9d41a52e7b206e480,Question2,102,0,Test-All-94-awplor-fasees,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>94% of the awplors are fasees.</font></i></div></center><h2>All of the awplors are fasees.</h2></body>,False,NULL,3620
